"@title","Việt Nam"
"#02052","Have <0> enter?"
"#02053","<0> Research Report"
"#02054","The <0> and"
"#02055","combo worked so well that..."
"#02056","New Product"
"#02057","=#01961"
"#02058","was created!"
"#02059","Through product development..."
"#02060","<0> Research Results"
"#02061","Upkeep"
"#02062","=#01961"
"#02063","The placeable number went up <0>!"
"#02064","Leveling up caused a change."
"#02065","Store #<0>'s <co=0073FF>Vitality</co>"
"#02066","Try to beat your rival!"
"#02067","Research Effects"
"#02068","Stats increased!"
"#02069","Auto-Pilot Store Sales"
"#02070","income received."
"#02071","Store List"
"#02072","Main Store"
"#02073","Auto-Pilot Store"
"#02074","Built"
"#02075","Avg. Sales"
"#02076","Furnishings Cost"
"#02077","Change all store hours (from next month)"
"#02078","Set admission fee."
"#02079","Move to this store."
"#02080","Check detailed info."
"#02081","Release this store."
"#02082","Hours: <0>"
"#02083","Set Admission"
"#02084","Move to Store"
"#02085","View Details"
"#02086","<co=FC0000>Release Store</co>"
"#02087","Change All Store Hours (<0> types)"
"#02088","Current:"
"#02089","Select hours of operation."
"#02090","Close Store"
"#02091","Projected Sales"
"#02092","Release Store #<0>."
"#02093","Hand store over to a manager?"
"#02094","Hand Over"
"#02095","Select Store Manager"
"#02096","=#01869"
"#02097","Select a manager."
"#02098","Auto-Pilot Store Info"
"#02099","Auto-Pilot Store <0>  <1>"
"#02100","Auto-Pilot Store <0><1>"
"#02101","Status Report"
"#02102","Avg. Monthly Sales"
"#02103","Mgr: <0>"
"#02104","Tap to close this store."
"#02105","Really close the store?"
"#02106","Mayor's Office"
"#02107","City Rating"
"#02108","Population"
"#02109","Development"
"#02110","Tourism"
"#02111","Consult"
"#02112","Town Info"
"#02113","<0> Months Left"
"#02114","Approval"
"#02115","Consulting"
"#02116","Requires: <1> <0>-type facilities (Currently <2>)"
"#02117","Perform"
"#02118","Don't Perform"
"#02119","Candidate for Mayor"
"#02120","Run"
"#02121","Cancel"
"#02122","※Candidate is limited to <0>"
"#02123","Skip it this time?"
"#02124","Voting Begins"
"#02125","The polls are open!"
"#02126","The polls are closed!"
"#02127","Election Votes <0> (<1>%)"
"#02128","<0> votes"
"#02129","Candidate Info"
"#02130","Candidate"
"#02131","Advance Polling"
"#02132","Start Voting!"
"#02133","=#01750"
"#02134","Tap to Power Up"
"#02135","Changed from <0>"
"#02136","=#02033"
"#02137","Change to a Lv. 1 <0>."
"#02138","Use the <0>"
"#02139","on <0>."
"#02140","Growth type <co=000DFF><0></co>"
"#02141","selected!"
"#02142","Satisfaction increased by <co=000DFF><0></co>!"
"#02144","<co=000DFF><0></co> stamina"
"#02145","recovered!"
"#02146","An aura was triggered!"
"#02147","View Shop"
"#02148","=#01954"
"#02149","Total Amount:"
"#02150","Total Cost:"
"#02151","※ Limit to Full version only"
"#02152","Buy"
"#02153","Sell"
"#02154","Coin Shop"
"#02155","Thanks!"
"#02156","=#02003"
"#02157","=#01961"
"#02158","Select a new store type"
"#02159","※<0> Limited"
"#02160","=#01755"
"#02161","Choose when opening a new store."
"#02162","Select Materials"
"#02163","Cost Per 1"
"#02164","<co=FFF061>Required Products:</co> <0>"
"#02165","<co=FFF061>Full: </co>Use <0>"
"#02166","=#01932"
"#02167","Results"
"#02168","=#01930"
"#02169","=#01127"
"#02170","Today's Guest"
"#02171","Use"
"#02172","=#00363"
"#02173","Mgmt Guide: Rep <0> pt(s)"
"#02174","<0> points to next rank!"
"#02175","Prize:"
"#02176","Gulp!"
"#02177","Success!"
"#02178","Next requirements in <0> month(s)"
"#02179","Target:"
"#02180","Success"
"#02181","This guide cannot be acquired. Rep +<0> pts"
"#02182","Trophy:"
"#02183","Rep +<0> pts"
"#02184","Rank Up Prize Announcement"
"#02185","Let's get to the next rank!"
"#02186","New Customer"
"#02187","You got a rank up prize!"
"#02188","Hearts"
"#02189","=#02003"
"#02190","=#01736"
"#02191","Item"
"#02192","Intro. Facility"
"#02193","Store Type"
"#02194","Rank Up Prize"
"#02195","Try and increase your rep!"
"#02196","Congratulations!"
"#02197","Progress"
"#02198","Current Record"
"#02199","Trophy Conditions"
"#02200","Not Met"
"#02201","Have <0> Store(s)"
"#02202","=#01808"
"#02203","Store Product Info"
"#02204","Products Sold"
"#02205","=#00363"
"#02206","Back Room"
"#02207","All Dishes"
"#02208","Cookware"
"#02209","Number"
"#02210","Materials"
"#02211","Serve"
"#02212","Need Cookware"
"#02213","Need Materials"
"#02214","Bonus type(s) <0>"
"#02215","<0> Type(s) Served"
"#02216","Year <0> Annual Report"
"#02217","Overall Sales"
"#02218","National Ranking"
"#02219","No Rank"
"#02220","None"
"#02221","=#02040"
"#02222","Ranking Bonus"
"#02223","Recruit treasure hunters."
"#02224","Recruit"
"#02225","Recruiting Treasure Hunters"
"#02226","Come on, guys!"
"#02227","Many staff members showed up"
"#02228","to take part in the hunt!"
"#02229","=#01743"
"#02230","Participant List"
"#02231","Let's find some treasure!"
"#02232","Depart"
"#02233","Select more members."
"#02234","Select More"
"#02235","Select more members"
"#02236","Select staff members to add."
"#02237","---Waiting Room---"
"#02238","We're off!"
"#02239","Destination:"
"#02240","<0> Stage <1>"
"#02241","Back"
"#02242","Hunt Failed"
"#02243","Let's go home..."
"#02244","The <0>"
"#02245","hunt failed..."
"#02246","Breaking News"
"#02247","This news has just"
"#02248","come in..."
"#02249","Treasure List"
"#02250","<0> Stage <1> clear!"
"#02251","Rank <0>"
"#02252","Shelf"
"#02253","XP"
"#02254","<0> "
"#02255","New Store Discovered!"
"#02256","All right!"
"#02257","<1>"
"#02258","can now be managed!"
"#02259","=#01150"
"#02260","Thanks to town development,"
"#02261","new customers are now going"
"#02262","to be coming to your store!"
"#02263","Staff Break"
"#02264","Refreshing!"
"#02265","Take it easy!"
"#02266","Resting"
"#02267","Your staff's stamina"
"#02268","has been refilled!"
"#02269","A New Mayor"
"#02270","Hi!"
"#02271","The new mayor,"
"#02272","<0>, has been sworn in!"
"#02273","The term is <0>."
"#02274","100% Approval!"
"#02275","=#02155"
"#02276","The town's approval rate"
"#02277","has reached 100%!"
"#02278","Holding a Festival"
"#02279","Congrats!"
"#02280","The <0> will be held!"
"#02281","Period: <0> months"
"#02282","New Introduced Facility!"
"#02283","Intro. facility"
"#02284","=#01961"
"#02285","acquired!"
"#02286","<0> Won"
"#02287","Victory prize:"
"#02288","=#02285"
"#02289","Staff member"
"#02290","=#01961"
"#02291","=#02191"
"#02292","=#01129"
"#02293","Store type"
"#02294","=#01126"
"#02295","=#01961"
"#02296","=#01961"
"#02297","joined you!"
"#02298","will now visit you!"
"#02299","was acquired!"
"#02300","=#02299"
"#02301","Store Ranked Up!"
"#02302","Rep: <0>"
"#02303","Hooray!"
"#02304","<0>'s reputation"
"#02305","has passed <0>..."
"#02306","And the store's rank is now"
"#02307","!"
"#02308","Approval Up!"
"#02309","The policies in place have"
"#02310","boosted the mayor's approval!"
"#02311","Lucky Event"
"#02312","Visit Rate"
"#02313","down"
"#02314","Try Again?"
"#02315","to try again."
"#02316","Quota Report"
"#02317","Store #<0>..."
"#02318","Met its sales quota!"
"#02319","Was unable to meet its"
"#02320","quota in the time allotted."
"#02321","Grand Reopening!"
"#02322","Is now open!"
"#02323","Business in Danger"
"#02324","Fight!"
"#02325","Your store lost in the battle"
"#02326","against your rival."
"#02327","to restructure and try again?"
"#02328","=#02327"
"#02329","Retry"
"#02330","Give Up"
"#02331","Are you sure you want to close this store?"
"#02332","Rival Manager"
"#02333","Too bad..."
"#02334","We are full."
"#02335","Welcome."
"#02336","The manager of the defeated"
"#02337","rival store has arrived."
"#02338","The manager who gave up"
"#02339","last time has arrived."
"#02340","Awarding the Prize"
"#02341","Yay!"
"#02342","=#02279"
"#02343","Here's the rank-up prize!"
"#02344","<co=000DFF><0></co>"
"#02345","Thank you from <0>"
"#02346","Thanks for everything!"
"#02347","Come again!"
"#02348","Satisfaction reached <0> and"
"#02350","=#02299"
"#02351","Staff Badge Prize"
"#02352","You got staff badge(s)!"
"#02353","Battle with Rival"
"#02354","You beat your rival!"
"#02355","You lost to your rival..."
"#02356","The battle's settled..."
"#02357","Contest #<0> Announcement"
"#02358","Select a category to enter."
"#02359","You have no staff."
"#02360","You have no products."
"#02361","Are you sure you don't want to enter this year?"
"#02362","Staff Contest"
"#02363","Product Contest"
"#02364","??Won: <0>"
"#02365","=#01675"
"#02366","=#01130"
"#02367","Won. Can enter again."
"#02368","Select a contest to enter."
"#02369","To be judged:"
"#02370","All Types"
"#02371","Start a New Game"
"#02372","Store Name"
"#02373","1st Manager"
"#02374","1st Store"
"#02375","Change Stats"
"#02376","Enter info for your store."
"#02377","Create 1st Manager"
"#02378","Face"
"#02379","Type"
"#02380","M"
"#02381","F"
"#02382","Create Manager"
"#02383","Assign stat points."
"#02384","Select a map"
"#02385","Limited map for <0>."
"#02386","Record"
"#02387","1st Time"
"#02388","The game will quit without saving."
"#02389","Save failed. Save again after the store closes."
"#02390","Save failed (<0>)."
"#02391","No policies available."
"#02392","Hello. Let's talk."
"#02393","Mayor's Office: Consult"
"#02394","Budget"
"#02395","Town Budget"
"#02396","=#02188"
"#02397","Up/down to select."
"#02398","=#01945"
"#02399","Visitors"
"#02400","A reasonable price."
"#02401","That's too high!"
"#02402","That's a bit high..."
"#02403","Seems like a bargain."
"#02404","Isn't that too low?"
"#02405","Go back without changing the admission fee?"
"#02406","You have no customers yet."
"#02407","Store #<0> Customers (<1>)"
"#02408","Store Reputation"
"#02409","Yearly Customers"
"#02410","Yearly Sales"
"#02411","Yearly Expenses"
"#02412","Max Yearly Customers"
"#02413","Max Yearly Sales"
"#02414","Max Yearly Expenses"
"#02415","Auto-Pilot Sales"
"#02416","=MID(#01832,1,-1)&'2'"
"#02417","Year"
"#02418","Month"
"#02419","Sales"
"#02420","Expenses"
"#02421","Acquire"
"#02422","Year <0>"
"#02423","Nextville"
"#02424","Otherton"
"#02425","Morrisburg"
"#02426","Boyntonville"
"#02427","Dandelion Town"
"#02428","Trunksville"
"#02429","Kappa Kingdom"
"#02430","Beefshire"
"#02431","Printon"
"#02432","Wairoville"
"#02433","Capital City"
"#02434","<0> Location Announcement"
"#02435","=#02176"
"#02436","Yes!"
"#02437","=#02303"
"#02438","Sniff..."
"#02439","Ladies and gentlemen..."
"#02440","The event will be held in..."
"#02441","<0>!"
"#02442","<0>..."
"#02443","We'll try again next time."
"#02445","★Users"
"#02446","#<0>"
"#02447","?Rank <0>"
"#02448","=#02333"
"#02449","<0> votes left"
"#02450","Everyone receives"
"#02451","as a prize."
"#02452","You can't hire more staff."
"#02453","Change the displayed product to <0>?"
"#02454","Changing to <0>. <1> will be discarded."
"#02455","=#00396"
"#02456","Pumpkin Products"
"#02457","Bearington"
"#02458","Nat'l Assn."
"#02459","Wairobot"
"#02460","It's starting!"
"#02461","Here are the contestants."
"#02462","Fierce competitors all."
"#02463","I think the judging has begun!"
"#02464","Behind that curtain..."
"#02465","...It's war."
"#02466","An impressive performance!"
"#02467","It's time for the judging!"
"#02468","Here come the results!"
"#02469","It all comes down to this!"
"#02470","And here are the results."
"#02471","<0> is the winner !!"
"#02472","Thank you for coming!"
"#02473","<0> wins!"
"#02474","What an amazing product!"
"#02475","=#01789"
"#02476","=#02341"
"#02477","I'm ready!"
"#02478","Where is it?"
"#02479","=#01790"
"#02480","=#01242"
"#02481","I'll try hard!"
"#02482","I'm so happy!"
"#02483","Hee hee!"
"#02484","That's a lot!"
"#02485","The incumbent's top form!"
"#02486","is going to win!"
"#02487","is favored."
"#02488","is the one to watch!"
"#02489","is my pick!"
"#02490","Hrmm"
"#02491","Nice!"
"#02492","Yikes"
"#02493","Well..."
"#02494","Let me seec"
"#02495","One-two!"
"#02496","I can take it!"
"#02497","I'm still okay!"
"#02498","Let's play <0> next !"
"#02499","Only <co=ff0000><1> Year(s) </co>left in <0>"
"#02500","Quit the game."
"#02501","To next year."
"#02502","Ads will appear."
"#02503","=#02006"
"#02504","Coin shop is limited to <0> !"
"#02505","Don't use."
"#02506","<0> only!"
"#02507","Get <0> coin(s) "
"#02508","=#02073"
"#02509","Flat Land (Advance Survey)"
"#02510","Flat Land"
"#02511","<0> (Advance Survey)"
"#02512","Land Price"
"#02513","Nearby Customers"
"#02514","=#02220"
"#02515","Item does not arrive ? tap here"
"#02516","Poor"
"#02517","Good"
"#02518","Great"
"#02519","Festival"
"#02520","Turnout"
"#02521","24 Hours"
"#02522","Capture mode"
"#02523","Get coin from Tapjoy."
"#02524","Congrat on achieving quota of the <0> store!<br>Please review by all means !"
"#02525","Biz Builder Delux"
"#02526","Save Slot <0>/2"
"#02527","New Game"
"#02528","Sunny Store"
"#02529","Store Name (14 chars max)"
"#02530","Manager Name (12 chars max)"
"#02531","Creating Town"
"#02532","Clear"
"#02533","Introducing <0>!"
"#02534","Rival Store"
"#02535","Vacant Lot"
"#02536","Treasure Hunt"
"#02537","New Store: Store #<0>"
"#02538","Leave"
"#02539","Open"
"#02540","Location Info"
"#02541","Leave on a treasure hunt."
"#02542","Assign staff to hunt."
"#02543","※Stage <0> is limit to<1>."
"#02544","Buried"
"#02545","Stores you're managing: <0>."
"#02546","To open a new store, you"
"#02547","must release another one."
"#02548","Cannot open."
"#02549","Not enough managers."
"#02550","Size"
"#02551","Quota: Annual Sales"
"#02552","Period"
"#02553","1 year"
"#02554","A bargain!"
"#02555","Come in!"
"#02556","=#01150"
"#02557","Come on in!"
"#02558","How about it?"
"#02559","You like it?"
"#02560","Take a look!"
"#02561","How about X?"
"#02562","I recommend X!"
"#02563","Hello"
"#02564","Thanks"
"#02565","Look!"
"#02566","Whew..."
"#02567","I'll rest..."
"#02568","Um..."
"#02569","Uh..."
"#02570","I get it"
"#02571","Ah"
"#02572","I'll try!"
"#02573","=#02436"
"#02574","What?"
"#02575","What is it?"
"#02576","Fun!"
"#02577","=#02341"
"#02578","Mumble..."
"#02579","Actually..."
"#02580","Huh..."
"#02581","Oh!"
"#02582","Been a while!"
"#02583","=#02576"
"#02584","About this..."
"#02585","Interesting"
"#02586","What's this?"
"#02587","Pretty good"
"#02588","I see"
"#02589","=#02490"
"#02590","It's so big!"
"#02591","Whoa!"
"#02592","Wonderful!"
"#02593","Fantastic..."
"#02594","Nice"
"#02595","It's art"
"#02596","=#01795"
"#02597","=#02436"
"#02598","Up you go!"
"#02599","Quickly!"
"#02600","Refill time!"
"#02601","An opening!"
"#02602","Whew"
"#02603","Here goes!"
"#02604","Break time"
"#02605","Ahh..."
"#02606","=#02155"
"#02607","Work hard!"
"#02608","What now?"
"#02609","Let's see..."
"#02610","Look at that!"
"#02611","Scrub-a-dub!"
"#02612","La-de-da!"
"#02613","=#02602"
"#02614","Relax!"
"#02615","Can't go home"
"#02616","Hot!"
"#02617","Piping hot!"
"#02618","Time to go!"
"#02619","Later!"
"#02620","That was good"
"#02621","=#02564"
"#02622","=#01789"
"#02623","I'll stop by"
"#02624","=#01799"
"#02625","No materials"
"#02626","Full up, huh?"
"#02627","It's crowded"
"#02628","It's empty..."
"#02629","Nothing here..."
"#02630","Too early..."
"#02631","Exciting!"
"#02632","Hurry up..."
"#02633","I'm hungry"
"#02634","=#01789"
"#02635","Check out!"
"#02636","Satisfied!"
"#02637","Line up!"
"#02638","Vacant Room"
"#02639","=#00368"
"#02640","s Room"
"#02641","Hard to pass"
"#02642","Roof"
"#02643","Floor"
"#02644","Outer Walls"
"#02645","Inner Walls"
"#02646","Jet"
"#02647","Super"
"#02648","New"
"#02649","Gold"
"#02650","County"
"#02651","Storm"
"#02652","Cloud"
"#02653","Cosmo"
"#02654","Rocket"
"#02655","Animal"
"#02656","Robot"
"#02657","Sky"
"#02658","=#00456"
"#02659","Crazy"
"#02660","Shock"
"#02661","Place"
"#02662","Hut"
"#02663","Club"
"#02664","=#01127"
"#02665","Park"
"#02666","Land"
"#02667","=#01936"
"#02668","House"
"#02669","Mart"
"#02670","Shack"
"#02671","=#00414"
"#02672","Market"
"#02673","Kiosk"
"#02674","Firm"
"#02675","Hall"
"#02676","Tower"
"#02677","Your super store"
"#02678","Vacant Lot <0>"
"#02679","Life"
"#02680","Biz"
"#02681","Ind"
"#02682","Con"
"#02683","Asst"
"#02684","=#01870"
"#02685","Auto-pilot money received: <money>"
"#02686","Bonus of <0> for 100% Approval!"
"#02687","<money> received."
"#02688","<heart> heart(s) received."
"#02689","<coin> coin(s) received."
"#02690","Upkeep of <money> paid."
"#02691","<co=0064FF><0></co> acquired!"
"#02692","Intro. facility acquired: <co=0064FF><0></co>!"
"#02693","Product acquired: <co=0064FF><0></co>!"
"#02694","Item acquired: <co=0064FF><0></co>!"
"#02695","Items acquired: <co=0064FF><0></co> <co=0064FF>x<1></co>!"
"#02696","Materials acquired: <co=0064FF><0></co>!"
"#02697","<co=0064FF><0></co> is in <1>!"
"#02698","Product recipe acquired: <co=0064FF><0></co>!"
"#02699","You can now open a <co=0064FF><0></co>!"
"#02700","Layout acquired: <co=0064FF><0></co>!"
"#02701","Policy acquired: <co=0064FF><0></co>!"
"#02702","<co=0064FF>Staff badges </co><co=0064FF>x<0></co> acquired!"
"#02703","<co=0064FF><0></co> materials refilled! <money>"
"#02704","<co=0064FF><0></co> was added to the town!"
"#02705","Products have arrived!"
"#02706","New menu added: <co=0064FF><0></co>!"
"#02707","New hours added: <co=0064FF><0></co>!"
"#02708","Facility has increased by <co=0064FF><0></co>! to <co=0064FF><1></co>!!"
"#02709","A new <co=0064FF><0></co>! was built!"
"#02710","<co=ff0000>Rival store</co> appeared!"
"#02711","Acquired <0> from bonus !!"
"#02712","Introduction"
"#02713","Event"
"#02714","Juarez"
"#02715","Damon"
"#02716","Kirk"
"#02717","Pike"
"#02718","Parton"
"#02719","Mailer"
"#02720","Tanaka"
"#02721","Reed"
"#02722","White"
"#02723","Black"
"#02724","=#01764"
"#02725","=#01469"
"#02726","Village"
"#02727","Town"
"#02728","City"
"#02729","Metropolis"
"#02730","Mega City"
"#02731","Capital"
"#02732","Store #<0> Challenge"
"#02733","Reputation Up! <0>pts +<1>"
"#02734","Reputation Up! <0>pts"
"#02735","New Record"
"#02736","Got <co=0036FF>1 coin</co>!"
"#02737","Work hard to meet the quota!"
"#02738","<co=FF0000>Things are looking desperate!</co>"
"#02739","Something <co=FF0000>must be done</co>!"
"#02740","Try boosting sales a bit..."
"#02741","It's going well. Keep it up!"
"#02742","Money:"
"#02743","Hearts:"
"#02744","Vitality:"
"#02745","Equipment:"
"#02746","Upgrades:"
"#02747","Items:"
"#02748","Tricky!"
"#02749","No good!"
"#02750","Let's go"
"#02751","We're done"
"#02752","All Stores This Month"
"#02753","Your Store"
"#02754","Today's Presents"
"#02755","<0> boxes total"
"#02756","Researching..."
"#02757","Momentum is <co=000DFF>on the rise</co>."
"#02758","Momentum is holding steady."
"#02759","Momentum is <co=000DFF>going down</co>."
"#02760","Store traffic is <co=000DFF>very busy</co>!"
"#02761","Store traffic is <co=000DFF>not bad</co>."
"#02762","Store traffic is <co=000DFF>low</co>."
"#02763","Select End Point"
"#02764","Execution of the script failed. Reference to integer argument is null."
"#02765","Execution of the script failed. Reference number to integer argument is out of range. <0> / <1>"
"#02766","[ Recovery confirm]"
"#02767","[Recovered]"
"#02768","[Start recovery]"
"#02769","[ Recovery end]"
"#02770","Cannot start"
"#02771","Error occurred. Please contact our support."
"#02772","Error occurred.<br>Would you like to send error information to solve the problem?<br>(※ Personal information will not be sent)"
"#02774","It seems that the full version has been unlocked !"
"#02775","Some functions that could not be executed at the time of free version are executable!"
"#02776","Furthermore, the screen is now rotatable !! You can switch the screen rotation ON / OFF from Menu > System > Setting."
"#02777","Add receipt screen."
"#02778","The purchase was incompleted"
"#02779","Server maintenance is in progress."
"#02780","Server maintenance is in progress.<br><br>Leave the time aside,<br>the items will arrive in the following way listed down here.<br><br>・ Restore from purchase history<br>・ Restart an application "
"#02781","Service ID : <0> does not exist."
"#02782","Purchase notes"
"#02783","Upgrade the game !"
"#02784","After an upgrade…"
"#02785","<co=0070c0>[All functions]</co> are available !"
"#02786","Remove ads !"
"#02787","<co=0070c0>Fast mode</co> can be used !"
"#02788","In-app <co=0070c0><0> </co>bonus."
"#02789","Thank you for purchasing,"
"#02790","Fufufufu"
"#02791","Which one do you want ?"
"#02792","Wairo's shop"
"#02793","By setting and use the same account, the cash items can be restored even you delete an application. "
"#02794","Purchase <0>"
"#02795","Sold Out"
"#02796","Use Wairo ticket <br><0> left."
"#02797","Get ticket"
"#02798","Acquired"
"#02799","Unacquired"
"#02800","Wairo ticket"
"#02801","◆ Complete an achievement and receive tickets ◆"
"#02802","Allow connection to a network and check your signal strength, then try again."
"#02803","In case that you use ""おまかせロック"" service, please confrim the unlock."
"#02804","Some functions can not be used while ｷｯｽﾞiﾓｰﾄﾞ filter setting is in progress."
"#02807","Visitor"
"#02808","=#01961"
"#02809","Change list"
"#02810","Ranking"
"#02816","To use Tapjoy function<br>Please cancel tracking type advertisement restriction and restart the application.<br>Settings application> Privacy> Advertisement> Tracking type advertisement restriction"
"#02817","Friend request"
"#02818","Friend requested !<br>by ""for Android""<br>Please approve."
"#02819","Install ""for Android""<br>and search for friend<br>ID：「<0>」"
"#02820","Non-paid funds settlement items exist. <0>"
"#02821","Illegal charge ID exists. <0>: <1>"
"#02822","<0>Y<1>M<2>D<3>:<4>:<5>"
"#02823","[ ProductID: <0> does not exist ]"
"#02824","Restore error"
"#02825","Purchased data  successfully restored."
"#02826","Sunnyville"
"#02827","A relaxed town with natural beauty."
"#02828","Trainton"
"#02829","A train runs in this developing town."
"#02830","Healthy Hills"
"#02831","A rapidly growing town."
"#02832","Lake View"
"#02833","Relaxed, with lots of water."
"#02834","Grandville"
"#02835","A rapidly growing town with an airport."
"#02836","Bustleton"
"#02837","A popular town with an amusement park."
"#02838","Affects number of store visitors."
"#02839","Affects max staff cost. Also affects ability to search for new staff."
"#02840","Get bonus XP when powering up."
"#02841","Affects max furnishings cost. Maximum can increase with development."
"#02842","Affects how easy it is for population to increase."
"#02843","Affects land price increases. Higher values boost the cost to start a store and its initial quota."
"#02844","Affects the difficulty of introducing facilities and the chances of holding major events."
"#02845","Affects the difficulty of treasure hunts, and the quality of treasure obtained."
"#02846","Small House"
"#02847","=#02668"
"#02848","Residence"
"#02849","2-Story House"
"#02850","Apartments"
"#02851","Small Condo"
"#02852","Condo"
"#02853","Mansion"
"#02854","9-Story Unit"
"#02855","12-Story Unit"
"#02856","Luxury B&B"
"#02857","High-Rise"
"#02858","Workshop"
"#02859","Factory (S)"
"#02860","Factory (M)"
"#02861","Material Plant"
"#02862","Factory (L)"
"#02863","Factory (XL)"
"#02864","Company"
"#02865","Building"
"#02866","Trade Bldg."
"#02867","Business Bldg."
"#02868","Business Tower"
"#02869","Trade Bldg (L)"
"#02870","=#01127"
"#02871","General Store"
"#02872","Conv. Store"
"#02873","Retail Store"
"#02874","Electr. Store"
"#02875","Video Store"
"#02876","Supermarket"
"#02877","Dept. Store"
"#02878","Police Station"
"#02879","Fire Station"
"#02880","Library"
"#02881","Hospital"
"#02882","Post Office"
"#02883","Flower Field"
"#02884","Woods"
"#02885","=#01526"
"#02886","Forest"
"#02887","Mountain"
"#02888","Lake"
"#02889","Search Area"
"#02890","=#02665"
"#02891","Road"
"#02892","=#02535"
"#02893","=#02753"
"#02894","Fishing Pond"
"#02895","Lottery"
"#02896","Cinema"
"#02897","Temple"
"#02898","Sports Field"
"#02899","Hotel"
"#02900","Bank"
"#02901","Castle"
"#02902","Radio Tower"
"#02903","Int'l Airport"
"#02904","Zoo"
"#02905","Amusement Park"
"#02906","School"
"#02907","Station (S)"
"#02908","Station (M)"
"#02909","Station (L)"
"#02910","=#02848"
"#02911","=#02859"
"#02912","=#02680"
"#02913","=#01127"
"#02914","Public"
"#02915","Nature"
"#02916","=#02665"
"#02917","Other"
"#02918","=#02891"
"#02919","=#02535"
"#02920","=#02753"
"#02921","=#01740"
"#02922","Friendly"
"#02923","Get <0> Friend Points."
"#02924","Upwardly Mobile"
"#02925","Reach #<0> in the rankings."
"#02926","Filthy Rich"
"#02927","Get assets of <0>."
"#02928","Profit Maker"
"#02929","Make a profit of <0>."
"#02930","Attractive"
"#02931","Attract <0> customers."
"#02932","Back in Black"
"#02933","Stay profitable for <0> months."
"#02934","Wrap It Up"
"#02935","Make a single sale of <0>."
"#02936","Product Master"
"#02937","Discover <0> products."
"#02938","Training Day"
"#02939","Reach staff Lv. <0>."
"#02940","Best Served Cold"
"#02941","Defeat <0> rival(s)."
"#02942","Executive Action"
"#02943","Get <0> managers."
"#02944","Empire Builder"
"#02945","Open <0> stores."
"#02946","City Father"
"#02947","Become the mayor."
"#02948","Urban Development"
"#02949","<0> introductions in a row."
"#02950","Event Horizon"
"#02951","Hold big events <0> time(s)."
"#02952","Rep Booster #1"
"#02953","Place many store furnishings."
"#02954","=MID(#02952,1,-1)&'2'"
"#02955","Invite new customers."
"#02956","=MID(#02952,1,-1)&'3'"
"#02957","Place new shelves."
"#02958","=MID(#02952,1,-1)&'4'"
"#02959","Sell new products."
"#02960","=MID(#02952,1,-1)&'5'"
"#02961","Sometimes switch out products."
"#02962","=MID(#02952,1,-1)&'6'"
"#02963","Help customers develop."
"#02964","=MID(#02952,1,-1)&'7'"
"#02965","Improve teamwork."
"#02966","=MID(#02952,1,-1)&'8'"
"#02967","Defeat a rival store."
"#02968","The display area stream now larger and can also be viewed stream <co=3366ff>landscape mode</co>!"
"#02969","You've successfully removed ads from the game!"
"#02970","You can also rotate the display if your device supports it! Toggle this on or off via \""System\"" > \""Options.\"""
"#02971","Maybe the new display will offer fresh perspectives on the game! Enjoy!"
"#02972","Please ensure connections are enabled, check your signal, and restart the app. Some features may be inaccessible with connections disabled."
"#02973","Message"
"#02974","=#02973"
"#02975","Transmitting"
"#02976","OK"
"#02977","=#01150"
"#02978","=#02795"
"#02979","Heh heh. Which do you want?"
"#02980","A communication error occurred."
"#02981","Buy Items"
"#02982","Read Terms of Use (Required)"
"#02983","Accept terms and proceed."
"#02984","Restart after purchase to claim items."
"#02985","Proceed"
"#02986","Accept terms and proceed"
"#02987","Alert"
"#02988","Your reward is here!"
"#02989","Select a Shop"
"#02990","=#02456"
"#02991","Ticket Shop"
"#02992","Oh, dear... We <co=60,100,200>can't seem to contact</co> corporate HQ."
"#02993","Come back to the shop after checking your signal and communications status."
"#02994","Our usual impressive selection of products should be available to you then."
"#02995","We'll be waiting!"
"#02996","Here we sell tickets--premium items not easily found anywhere else stream the world."
"#02997","They're a bit pricey, so think carefully before buying, okay?"
"#02998","Heh heh."
"#02999","=#01150"
"#03000","Ah, unfortunately we're <co=60,100,200>sold out</co> of that, but please have a look at our other offerings."
"#03001","You can't exceed <0> tickets."
"#03002","Ah, an excellent choice."
"#03003","This wonderful item can only be purchased with <co=60,100,200>actual, real-life money</co>."
"#03004","Children must check with a <co=60,100,200>parent or guardian</co> before making purchases."
"#03005","This shop will be open at all times now, so stop by anytime."
"#03006","=#02347"
"#03007","=#01961"
"#03008","Play time: <0> hr <1> min"
"#03009","Friend Request"
"#03010","You can register up to five<br>friends. You'll earn bonuses<br>at game startup based on their<br>total play time. Ask friends for<br>their IDs to add them."
"#03011","Nickname"
"#03012","nickname"
"#03013","Enter a nickname."
"#03014","Nickname cannot include spaces."
"#03015","Contains one or more unusable characters."
"#03016","Friend's ID"
"#03017","friend's ID"
"#03018","Enter your friend's ID."
"#03019","Congratulations! You get a bonus for registering a new <co=60,100,200>friend</co>!"
"#03020","If you both continue playing, you'll earn more bonuses stream the future!"
"#03021","By the way, <co=255,0,0>don't delete this app</co> or all of your friend data will be lost for good."
"#03022","Getting Started"
"#03023","Please enter your nickname."
"#03024","Tap here"
"#03025","It can be changed later."
"#03026","=#02976"
"#03027","Enter a new nickname."
"#03028","<0>  <1> hr <2> min"
